event_id,task_id,agent_id,action_type,tool_id,decision_id,policy_result,timestamp,reason,evidence
audit_000464,task_00265,finance_agent,tool_permission_evaluation,calculate_margin_impact,,require_approval,2026-01-01 00:07:43,least_privilege_and_approval_policy,tool policy engine
audit_000465,task_00266,fraud_agent,tool_permission_evaluation,score_transaction_risk,,allow,2026-01-01 00:07:44,least_privilege_and_approval_policy,tool policy engine
audit_000466,task_00266,fraud_agent,tool_permission_evaluation,check_identity_graph,,allow,2026-01-01 00:07:45,least_privilege_and_approval_policy,tool policy engine
audit_000467,task_00267,support_agent,tool_permission_evaluation,summarize_support_case,,allow,2026-01-01 00:07:46,least_privilege_and_approval_policy,tool policy engine
audit_000468,task_00267,support_agent,tool_permission_evaluation,recommend_refund,,allow,2026-01-01 00:07:47,least_privilege_and_approval_policy,tool policy engine
audit_000469,task_00268,supply_chain_agent,tool_permission_evaluation,check_inventory_risk,,allow,2026-01-01 00:07:48,least_privilege_and_approval_policy,tool policy engine
audit_000470,task_00268,supply_chain_agent,tool_permission_evaluation,simulate_reroute,,allow,2026-01-01 00:07:49,least_privilege_and_approval_policy,tool policy engine
audit_000471,task_00269,healthcare_ops_agent,tool_permission_evaluation,validate_claim_documents,,require_approval,2026-01-01 00:07:50,least_privilege_and_approval_policy,tool policy engine
audit_000472,task_00269,healthcare_ops_agent,tool_permission_evaluation,check_policy_eligibility,,require_approval,2026-01-01 00:07:51,least_privilege_and_approval_policy,tool policy engine
audit_000473,task_00270,data_quality_agent,tool_permission_evaluation,,,deny,2026-01-01 00:07:52,least_privilege_and_approval_policy,tool policy engine
audit_000474,task_00271,reliability_agent,tool_permission_evaluation,,,deny,2026-01-01 00:07:53,least_privilege_and_approval_policy,tool policy engine
audit_000475,task_00272,rag_agent,tool_permission_evaluation,retrieve_documents,,allow,2026-01-01 00:07:54,least_privilege_and_approval_policy,tool policy engine
audit_000476,task_00272,rag_agent,tool_permission_evaluation,validate_citations,,allow,2026-01-01 00:07:55,least_privilege_and_approval_policy,tool policy engine
audit_000477,task_00273,metrics_agent,tool_permission_evaluation,check_metric_definition,,allow,2026-01-01 00:07:56,least_privilege_and_approval_policy,tool policy engine
audit_000478,task_00273,metrics_agent,tool_permission_evaluation,compare_metric_versions,,allow,2026-01-01 00:07:57,least_privilege_and_approval_policy,tool policy engine
audit_000479,task_00274,governance_agent,tool_permission_evaluation,check_access_policy,,allow,2026-01-01 00:07:58,least_privilege_and_approval_policy,tool policy engine
audit_000480,task_00274,governance_agent,tool_permission_evaluation,detect_prompt_injection,,allow,2026-01-01 00:07:59,least_privilege_and_approval_policy,tool policy engine
audit_000481,task_00275,security_agent,tool_permission_evaluation,,,deny,2026-01-01 00:08:00,prompt_injection_block,tool policy engine
audit_000482,task_00276,executive_agent,tool_permission_evaluation,generate_executive_briefing,,require_approval,2026-01-01 00:08:01,least_privilege_and_approval_policy,tool policy engine
audit_000483,task_00276,executive_agent,tool_permission_evaluation,summarize_cross_domain_risk,,require_approval,2026-01-01 00:08:02,least_privilege_and_approval_policy,tool policy engine
audit_000484,task_00277,finance_agent,tool_permission_evaluation,query_revenue_anomalies,,allow,2026-01-01 00:08:03,least_privilege_and_approval_policy,tool policy engine
audit_000485,task_00277,finance_agent,tool_permission_evaluation,calculate_margin_impact,,allow,2026-01-01 00:08:04,least_privilege_and_approval_policy,tool policy engine
audit_000486,task_00278,fraud_agent,tool_permission_evaluation,score_transaction_risk,,allow,2026-01-01 00:08:05,least_privilege_and_approval_policy,tool policy engine
audit_000487,task_00278,fraud_agent,tool_permission_evaluation,check_identity_graph,,allow,2026-01-01 00:08:06,least_privilege_and_approval_policy,tool policy engine
audit_000488,task_00279,support_agent,tool_permission_evaluation,summarize_support_case,,require_approval,2026-01-01 00:08:07,least_privilege_and_approval_policy,tool policy engine
audit_000489,task_00279,support_agent,tool_permission_evaluation,recommend_refund,,require_approval,2026-01-01 00:08:08,least_privilege_and_approval_policy,tool policy engine
audit_000490,task_00280,supply_chain_agent,tool_permission_evaluation,check_inventory_risk,,allow,2026-01-01 00:08:09,least_privilege_and_approval_policy,tool policy engine
audit_000491,task_00280,supply_chain_agent,tool_permission_evaluation,simulate_reroute,,allow,2026-01-01 00:08:10,least_privilege_and_approval_policy,tool policy engine
audit_000492,task_00281,healthcare_ops_agent,tool_permission_evaluation,validate_claim_documents,,require_approval,2026-01-01 00:08:11,least_privilege_and_approval_policy,tool policy engine
audit_000493,task_00281,healthcare_ops_agent,tool_permission_evaluation,check_policy_eligibility,,require_approval,2026-01-01 00:08:12,least_privilege_and_approval_policy,tool policy engine
audit_000494,task_00282,data_quality_agent,tool_permission_evaluation,,,deny,2026-01-01 00:08:13,least_privilege_and_approval_policy,tool policy engine
audit_000495,task_00283,reliability_agent,tool_permission_evaluation,,,deny,2026-01-01 00:08:14,least_privilege_and_approval_policy,tool policy engine
audit_000496,task_00284,rag_agent,tool_permission_evaluation,retrieve_documents,,allow,2026-01-01 00:08:15,least_privilege_and_approval_policy,tool policy engine
audit_000497,task_00284,rag_agent,tool_permission_evaluation,validate_citations,,allow,2026-01-01 00:08:16,least_privilege_and_approval_policy,tool policy engine
audit_000498,task_00285,metrics_agent,tool_permission_evaluation,check_metric_definition,,allow,2026-01-01 00:08:17,least_privilege_and_approval_policy,tool policy engine
audit_000499,task_00285,metrics_agent,tool_permission_evaluation,compare_metric_versions,,allow,2026-01-01 00:08:18,least_privilege_and_approval_policy,tool policy engine
audit_000500,task_00286,governance_agent,tool_permission_evaluation,check_access_policy,,allow,2026-01-01 00:08:19,least_privilege_and_approval_policy,tool policy engine
audit_000501,task_00286,governance_agent,tool_permission_evaluation,detect_prompt_injection,,allow,2026-01-01 00:08:20,least_privilege_and_approval_policy,tool policy engine
audit_000502,task_00287,security_agent,tool_permission_evaluation,,,deny,2026-01-01 00:08:21,prompt_injection_block,tool policy engine
audit_000503,task_00288,executive_agent,tool_permission_evaluation,generate_executive_briefing,,allow,2026-01-01 00:08:22,least_privilege_and_approval_policy,tool policy engine
audit_000504,task_00288,executive_agent,tool_permission_evaluation,summarize_cross_domain_risk,,allow,2026-01-01 00:08:23,least_privilege_and_approval_policy,tool policy engine
audit_000505,task_00289,finance_agent,tool_permission_evaluation,query_revenue_anomalies,,allow,2026-01-01 00:08:24,least_privilege_and_approval_policy,tool policy engine
audit_000506,task_00289,finance_agent,tool_permission_evaluation,calculate_margin_impact,,allow,2026-01-01 00:08:25,least_privilege_and_approval_policy,tool policy engine
audit_000507,task_00290,fraud_agent,tool_permission_evaluation,score_transaction_risk,,require_approval,2026-01-01 00:08:26,least_privilege_and_approval_policy,tool policy engine
audit_000508,task_00290,fraud_agent,tool_permission_evaluation,check_identity_graph,,require_approval,2026-01-01 00:08:27,least_privilege_and_approval_policy,tool policy engine
audit_000509,task_00291,support_agent,tool_permission_evaluation,summarize_support_case,,require_approval,2026-01-01 00:08:28,least_privilege_and_approval_policy,tool policy engine
audit_000510,task_00291,support_agent,tool_permission_evaluation,recommend_refund,,require_approval,2026-01-01 00:08:29,least_privilege_and_approval_policy,tool policy engine
audit_000511,task_00292,supply_chain_agent,tool_permission_evaluation,check_inventory_risk,,allow,2026-01-01 00:08:30,least_privilege_and_approval_policy,tool policy engine
audit_000512,task_00292,supply_chain_agent,tool_permission_evaluation,simulate_reroute,,allow,2026-01-01 00:08:31,least_privilege_and_approval_policy,tool policy engine
audit_000513,task_00293,healthcare_ops_agent,tool_permission_evaluation,validate_claim_documents,,require_approval,2026-01-01 00:08:32,least_privilege_and_approval_policy,tool policy engine
audit_000514,task_00293,healthcare_ops_agent,tool_permission_evaluation,check_policy_eligibility,,require_approval,2026-01-01 00:08:33,least_privilege_and_approval_policy,tool policy engine
audit_000515,task_00294,data_quality_agent,tool_permission_evaluation,,,deny,2026-01-01 00:08:34,least_privilege_and_approval_policy,tool policy engine
audit_000516,task_00295,reliability_agent,tool_permission_evaluation,,,deny,2026-01-01 00:08:35,least_privilege_and_approval_policy,tool policy engine
audit_000517,task_00296,rag_agent,tool_permission_evaluation,retrieve_documents,,allow,2026-01-01 00:08:36,least_privilege_and_approval_policy,tool policy engine
audit_000518,task_00296,rag_agent,tool_permission_evaluation,validate_citations,,allow,2026-01-01 00:08:37,least_privilege_and_approval_policy,tool policy engine
audit_000519,task_00297,metrics_agent,tool_permission_evaluation,check_metric_definition,,allow,2026-01-01 00:08:38,least_privilege_and_approval_policy,tool policy engine
audit_000520,task_00297,metrics_agent,tool_permission_evaluation,compare_metric_versions,,allow,2026-01-01 00:08:39,least_privilege_and_approval_policy,tool policy engine
audit_000521,task_00298,governance_agent,tool_permission_evaluation,check_access_policy,,require_approval,2026-01-01 00:08:40,least_privilege_and_approval_policy,tool policy engine
audit_000522,task_00298,governance_agent,tool_permission_evaluation,detect_prompt_injection,,require_approval,2026-01-01 00:08:41,least_privilege_and_approval_policy,tool policy engine
audit_000523,task_00299,security_agent,tool_permission_evaluation,,,deny,2026-01-01 00:08:42,prompt_injection_block,tool policy engine
audit_000524,task_00300,executive_agent,tool_permission_evaluation,generate_executive_briefing,,allow,2026-01-01 00:08:43,least_privilege_and_approval_policy,tool policy engine
audit_000525,task_00300,executive_agent,tool_permission_evaluation,summarize_cross_domain_risk,,allow,2026-01-01 00:08:44,least_privilege_and_approval_policy,tool policy engine
audit_000526,task_00301,finance_agent,tool_permission_evaluation,query_revenue_anomalies,,require_approval,2026-01-01 00:08:45,least_privilege_and_approval_policy,tool policy engine
audit_000527,task_00301,finance_agent,tool_permission_evaluation,calculate_margin_impact,,require_approval,2026-01-01 00:08:46,least_privilege_and_approval_policy,tool policy engine
audit_000528,task_00302,fraud_agent,tool_permission_evaluation,score_transaction_risk,,allow,2026-01-01 00:08:47,least_privilege_and_approval_policy,tool policy engine
audit_000529,task_00302,fraud_agent,tool_permission_evaluation,check_identity_graph,,allow,2026-01-01 00:08:48,least_privilege_and_approval_policy,tool policy engine
audit_000530,task_00303,support_agent,tool_permission_evaluation,summarize_support_case,,allow,2026-01-01 00:08:49,least_privilege_and_approval_policy,tool policy engine
audit_000531,task_00303,support_agent,tool_permission_evaluation,recommend_refund,,allow,2026-01-01 00:08:50,least_privilege_and_approval_policy,tool policy engine
audit_000532,task_00304,supply_chain_agent,tool_permission_evaluation,check_inventory_risk,,require_approval,2026-01-01 00:08:51,least_privilege_and_approval_policy,tool policy engine
audit_000533,task_00304,supply_chain_agent,tool_permission_evaluation,simulate_reroute,,require_approval,2026-01-01 00:08:52,least_privilege_and_approval_policy,tool policy engine
audit_000534,task_00305,healthcare_ops_agent,tool_permission_evaluation,validate_claim_documents,,require_approval,2026-01-01 00:08:53,least_privilege_and_approval_policy,tool policy engine
audit_000535,task_00305,healthcare_ops_agent,tool_permission_evaluation,check_policy_eligibility,,require_approval,2026-01-01 00:08:54,least_privilege_and_approval_policy,tool policy engine
audit_000536,task_00306,data_quality_agent,tool_permission_evaluation,,,deny,2026-01-01 00:08:55,least_privilege_and_approval_policy,tool policy engine
audit_000537,task_00307,reliability_agent,tool_permission_evaluation,,,deny,2026-01-01 00:08:56,least_privilege_and_approval_policy,tool policy engine
audit_000538,task_00308,rag_agent,tool_permission_evaluation,retrieve_documents,,allow,2026-01-01 00:08:57,least_privilege_and_approval_policy,tool policy engine
audit_000539,task_00308,rag_agent,tool_permission_evaluation,validate_citations,,allow,2026-01-01 00:08:58,least_privilege_and_approval_policy,tool policy engine
audit_000540,task_00309,metrics_agent,tool_permission_evaluation,check_metric_definition,,require_approval,2026-01-01 00:08:59,least_privilege_and_approval_policy,tool policy engine
audit_000541,task_00309,metrics_agent,tool_permission_evaluation,compare_metric_versions,,require_approval,2026-01-01 00:09:00,least_privilege_and_approval_policy,tool policy engine
audit_000542,task_00310,governance_agent,tool_permission_evaluation,check_access_policy,,allow,2026-01-01 00:09:01,least_privilege_and_approval_policy,tool policy engine
audit_000543,task_00310,governance_agent,tool_permission_evaluation,detect_prompt_injection,,allow,2026-01-01 00:09:02,least_privilege_and_approval_policy,tool policy engine
audit_000544,task_00311,security_agent,tool_permission_evaluation,,,deny,2026-01-01 00:09:03,prompt_injection_block,tool policy engine
audit_000545,task_00312,executive_agent,tool_permission_evaluation,generate_executive_briefing,,allow,2026-01-01 00:09:04,least_privilege_and_approval_policy,tool policy engine
audit_000546,task_00312,executive_agent,tool_permission_evaluation,summarize_cross_domain_risk,,allow,2026-01-01 00:09:05,least_privilege_and_approval_policy,tool policy engine
audit_000547,task_00313,finance_agent,tool_permission_evaluation,query_revenue_anomalies,,allow,2026-01-01 00:09:06,least_privilege_and_approval_policy,tool policy engine
audit_000548,task_00313,finance_agent,tool_permission_evaluation,calculate_margin_impact,,allow,2026-01-01 00:09:07,least_privilege_and_approval_policy,tool policy engine
audit_000549,task_00314,fraud_agent,tool_permission_evaluation,score_transaction_risk,,allow,2026-01-01 00:09:08,least_privilege_and_approval_policy,tool policy engine
audit_000550,task_00314,fraud_agent,tool_permission_evaluation,check_identity_graph,,allow,2026-01-01 00:09:09,least_privilege_and_approval_policy,tool policy engine
audit_000551,task_00315,support_agent,tool_permission_evaluation,summarize_support_case,,require_approval,2026-01-01 00:09:10,least_privilege_and_approval_policy,tool policy engine
audit_000552,task_00315,support_agent,tool_permission_evaluation,recommend_refund,,require_approval,2026-01-01 00:09:11,least_privilege_and_approval_policy,tool policy engine
audit_000553,task_00316,supply_chain_agent,tool_permission_evaluation,check_inventory_risk,,require_approval,2026-01-01 00:09:12,least_privilege_and_approval_policy,tool policy engine
audit_000554,task_00316,supply_chain_agent,tool_permission_evaluation,simulate_reroute,,require_approval,2026-01-01 00:09:13,least_privilege_and_approval_policy,tool policy engine
audit_000555,task_00317,healthcare_ops_agent,tool_permission_evaluation,validate_claim_documents,,require_approval,2026-01-01 00:09:14,least_privilege_and_approval_policy,tool policy engine
audit_000556,task_00317,healthcare_ops_agent,tool_permission_evaluation,check_policy_eligibility,,require_approval,2026-01-01 00:09:15,least_privilege_and_approval_policy,tool policy engine
audit_000557,task_00318,data_quality_agent,tool_permission_evaluation,,,deny,2026-01-01 00:09:16,least_privilege_and_approval_policy,tool policy engine
audit_000558,task_00319,reliability_agent,tool_permission_evaluation,,,deny,2026-01-01 00:09:17,least_privilege_and_approval_policy,tool policy engine
audit_000559,task_00320,rag_agent,tool_permission_evaluation,retrieve_documents,,allow,2026-01-01 00:09:18,least_privilege_and_approval_policy,tool policy engine
audit_000560,task_00320,rag_agent,tool_permission_evaluation,validate_citations,,allow,2026-01-01 00:09:19,least_privilege_and_approval_policy,tool policy engine
audit_000561,task_00321,metrics_agent,tool_permission_evaluation,check_metric_definition,,require_approval,2026-01-01 00:09:20,least_privilege_and_approval_policy,tool policy engine
audit_000562,task_00321,metrics_agent,tool_permission_evaluation,compare_metric_versions,,require_approval,2026-01-01 00:09:21,least_privilege_and_approval_policy,tool policy engine
audit_000563,task_00322,governance_agent,tool_permission_evaluation,check_access_policy,,require_approval,2026-01-01 00:09:22,least_privilege_and_approval_policy,tool policy engine
audit_000564,task_00322,governance_agent,tool_permission_evaluation,detect_prompt_injection,,require_approval,2026-01-01 00:09:23,least_privilege_and_approval_policy,tool policy engine
audit_000565,task_00323,security_agent,tool_permission_evaluation,,,deny,2026-01-01 00:09:24,prompt_injection_block,tool policy engine
audit_000566,task_00324,executive_agent,tool_permission_evaluation,generate_executive_briefing,,require_approval,2026-01-01 00:09:25,least_privilege_and_approval_policy,tool policy engine
audit_000567,task_00324,executive_agent,tool_permission_evaluation,summarize_cross_domain_risk,,require_approval,2026-01-01 00:09:26,least_privilege_and_approval_policy,tool policy engine
audit_000568,task_00325,finance_agent,tool_permission_evaluation,query_revenue_anomalies,,allow,2026-01-01 00:09:27,least_privilege_and_approval_policy,tool policy engine
audit_000569,task_00325,finance_agent,tool_permission_evaluation,calculate_margin_impact,,allow,2026-01-01 00:09:28,least_privilege_and_approval_policy,tool policy engine
audit_000570,task_00326,fraud_agent,tool_permission_evaluation,score_transaction_risk,,require_approval,2026-01-01 00:09:29,least_privilege_and_approval_policy,tool policy engine
audit_000571,task_00326,fraud_agent,tool_permission_evaluation,check_identity_graph,,require_approval,2026-01-01 00:09:30,least_privilege_and_approval_policy,tool policy engine
audit_000572,task_00327,support_agent,tool_permission_evaluation,summarize_support_case,,allow,2026-01-01 00:09:31,least_privilege_and_approval_policy,tool policy engine
audit_000573,task_00327,support_agent,tool_permission_evaluation,recommend_refund,,allow,2026-01-01 00:09:32,least_privilege_and_approval_policy,tool policy engine
audit_000574,task_00328,supply_chain_agent,tool_permission_evaluation,check_inventory_risk,,allow,2026-01-01 00:09:33,least_privilege_and_approval_policy,tool policy engine
audit_000575,task_00328,supply_chain_agent,tool_permission_evaluation,simulate_reroute,,allow,2026-01-01 00:09:34,least_privilege_and_approval_policy,tool policy engine
audit_000576,task_00329,healthcare_ops_agent,tool_permission_evaluation,validate_claim_documents,,require_approval,2026-01-01 00:09:35,least_privilege_and_approval_policy,tool policy engine
audit_000577,task_00329,healthcare_ops_agent,tool_permission_evaluation,check_policy_eligibility,,require_approval,2026-01-01 00:09:36,least_privilege_and_approval_policy,tool policy engine
audit_000578,task_00330,data_quality_agent,tool_permission_evaluation,,,deny,2026-01-01 00:09:37,least_privilege_and_approval_policy,tool policy engine
audit_000579,task_00331,reliability_agent,tool_permission_evaluation,,,deny,2026-01-01 00:09:38,least_privilege_and_approval_policy,tool policy engine
audit_000580,task_00332,rag_agent,tool_permission_evaluation,retrieve_documents,,require_approval,2026-01-01 00:09:39,least_privilege_and_approval_policy,tool policy engine
audit_000581,task_00332,rag_agent,tool_permission_evaluation,validate_citations,,require_approval,2026-01-01 00:09:40,least_privilege_and_approval_policy,tool policy engine
audit_000582,task_00333,metrics_agent,tool_permission_evaluation,check_metric_definition,,require_approval,2026-01-01 00:09:41,least_privilege_and_approval_policy,tool policy engine
audit_000583,task_00333,metrics_agent,tool_permission_evaluation,compare_metric_versions,,require_approval,2026-01-01 00:09:42,least_privilege_and_approval_policy,tool policy engine
audit_000584,task_00334,governance_agent,tool_permission_evaluation,check_access_policy,,allow,2026-01-01 00:09:43,least_privilege_and_approval_policy,tool policy engine
audit_000585,task_00334,governance_agent,tool_permission_evaluation,detect_prompt_injection,,allow,2026-01-01 00:09:44,least_privilege_and_approval_policy,tool policy engine
audit_000586,task_00335,security_agent,tool_permission_evaluation,,,deny,2026-01-01 00:09:45,prompt_injection_block,tool policy engine
audit_000587,task_00336,executive_agent,tool_permission_evaluation,generate_executive_briefing,,require_approval,2026-01-01 00:09:46,least_privilege_and_approval_policy,tool policy engine
audit_000588,task_00336,executive_agent,tool_permission_evaluation,summarize_cross_domain_risk,,require_approval,2026-01-01 00:09:47,least_privilege_and_approval_policy,tool policy engine
audit_000589,task_00337,finance_agent,tool_permission_evaluation,query_revenue_anomalies,,require_approval,2026-01-01 00:09:48,least_privilege_and_approval_policy,tool policy engine
audit_000590,task_00337,finance_agent,tool_permission_evaluation,calculate_margin_impact,,require_approval,2026-01-01 00:09:49,least_privilege_and_approval_policy,tool policy engine
audit_000591,task_00338,fraud_agent,tool_permission_evaluation,score_transaction_risk,,allow,2026-01-01 00:09:50,least_privilege_and_approval_policy,tool policy engine
audit_000592,task_00338,fraud_agent,tool_permission_evaluation,check_identity_graph,,allow,2026-01-01 00:09:51,least_privilege_and_approval_policy,tool policy engine
audit_000593,task_00339,support_agent,tool_permission_evaluation,summarize_support_case,,allow,2026-01-01 00:09:52,least_privilege_and_approval_policy,tool policy engine
audit_000594,task_00339,support_agent,tool_permission_evaluation,recommend_refund,,allow,2026-01-01 00:09:53,least_privilege_and_approval_policy,tool policy engine
audit_000595,task_00340,supply_chain_agent,tool_permission_evaluation,check_inventory_risk,,allow,2026-01-01 00:09:54,least_privilege_and_approval_policy,tool policy engine
audit_000596,task_00340,supply_chain_agent,tool_permission_evaluation,simulate_reroute,,allow,2026-01-01 00:09:55,least_privilege_and_approval_policy,tool policy engine
audit_000597,task_00341,healthcare_ops_agent,tool_permission_evaluation,validate_claim_documents,,require_approval,2026-01-01 00:09:56,least_privilege_and_approval_policy,tool policy engine
audit_000598,task_00341,healthcare_ops_agent,tool_permission_evaluation,check_policy_eligibility,,require_approval,2026-01-01 00:09:57,least_privilege_and_approval_policy,tool policy engine
audit_000599,task_00342,data_quality_agent,tool_permission_evaluation,,,deny,2026-01-01 00:09:58,least_privilege_and_approval_policy,tool policy engine
audit_000600,task_00343,reliability_agent,tool_permission_evaluation,,,deny,2026-01-01 00:09:59,least_privilege_and_approval_policy,tool policy engine
audit_000601,task_00344,rag_agent,tool_permission_evaluation,retrieve_documents,,allow,2026-01-01 00:10:00,least_privilege_and_approval_policy,tool policy engine
audit_000602,task_00344,rag_agent,tool_permission_evaluation,validate_citations,,allow,2026-01-01 00:10:01,least_privilege_and_approval_policy,tool policy engine
audit_000603,task_00345,metrics_agent,tool_permission_evaluation,check_metric_definition,,allow,2026-01-01 00:10:02,least_privilege_and_approval_policy,tool policy engine
audit_000604,task_00345,metrics_agent,tool_permission_evaluation,compare_metric_versions,,allow,2026-01-01 00:10:03,least_privilege_and_approval_policy,tool policy engine
audit_000605,task_00346,governance_agent,tool_permission_evaluation,check_access_policy,,allow,2026-01-01 00:10:04,least_privilege_and_approval_policy,tool policy engine
audit_000606,task_00346,governance_agent,tool_permission_evaluation,detect_prompt_injection,,allow,2026-01-01 00:10:05,least_privilege_and_approval_policy,tool policy engine
audit_000607,task_00347,security_agent,tool_permission_evaluation,,,deny,2026-01-01 00:10:06,prompt_injection_block,tool policy engine
audit_000608,task_00348,executive_agent,tool_permission_evaluation,generate_executive_briefing,,require_approval,2026-01-01 00:10:07,least_privilege_and_approval_policy,tool policy engine
audit_000609,task_00348,executive_agent,tool_permission_evaluation,summarize_cross_domain_risk,,require_approval,2026-01-01 00:10:08,least_privilege_and_approval_policy,tool policy engine
audit_000610,task_00349,finance_agent,tool_permission_evaluation,query_revenue_anomalies,,allow,2026-01-01 00:10:09,least_privilege_and_approval_policy,tool policy engine
audit_000611,task_00349,finance_agent,tool_permission_evaluation,calculate_margin_impact,,allow,2026-01-01 00:10:10,least_privilege_and_approval_policy,tool policy engine
audit_000612,task_00350,fraud_agent,tool_permission_evaluation,score_transaction_risk,,allow,2026-01-01 00:10:11,least_privilege_and_approval_policy,tool policy engine
audit_000613,task_00350,fraud_agent,tool_permission_evaluation,check_identity_graph,,allow,2026-01-01 00:10:12,least_privilege_and_approval_policy,tool policy engine
audit_000614,task_00351,support_agent,tool_permission_evaluation,summarize_support_case,,allow,2026-01-01 00:10:13,least_privilege_and_approval_policy,tool policy engine
audit_000615,task_00351,support_agent,tool_permission_evaluation,recommend_refund,,allow,2026-01-01 00:10:14,least_privilege_and_approval_policy,tool policy engine
audit_000616,task_00352,supply_chain_agent,tool_permission_evaluation,check_inventory_risk,,allow,2026-01-01 00:10:15,least_privilege_and_approval_policy,tool policy engine
audit_000617,task_00352,supply_chain_agent,tool_permission_evaluation,simulate_reroute,,allow,2026-01-01 00:10:16,least_privilege_and_approval_policy,tool policy engine
audit_000618,task_00353,healthcare_ops_agent,tool_permission_evaluation,validate_claim_documents,,require_approval,2026-01-01 00:10:17,least_privilege_and_approval_policy,tool policy engine
audit_000619,task_00353,healthcare_ops_agent,tool_permission_evaluation,check_policy_eligibility,,require_approval,2026-01-01 00:10:18,least_privilege_and_approval_policy,tool policy engine
audit_000620,task_00354,data_quality_agent,tool_permission_evaluation,,,deny,2026-01-01 00:10:19,least_privilege_and_approval_policy,tool policy engine
audit_000621,task_00355,reliability_agent,tool_permission_evaluation,,,deny,2026-01-01 00:10:20,least_privilege_and_approval_policy,tool policy engine
audit_000622,task_00356,rag_agent,tool_permission_evaluation,retrieve_documents,,allow,2026-01-01 00:10:21,least_privilege_and_approval_policy,tool policy engine
audit_000623,task_00356,rag_agent,tool_permission_evaluation,validate_citations,,allow,2026-01-01 00:10:22,least_privilege_and_approval_policy,tool policy engine
audit_000624,task_00357,metrics_agent,tool_permission_evaluation,check_metric_definition,,require_approval,2026-01-01 00:10:23,least_privilege_and_approval_policy,tool policy engine
audit_000625,task_00357,metrics_agent,tool_permission_evaluation,compare_metric_versions,,require_approval,2026-01-01 00:10:24,least_privilege_and_approval_policy,tool policy engine
audit_000626,task_00358,governance_agent,tool_permission_evaluation,check_access_policy,,allow,2026-01-01 00:10:25,least_privilege_and_approval_policy,tool policy engine
audit_000627,task_00358,governance_agent,tool_permission_evaluation,detect_prompt_injection,,allow,2026-01-01 00:10:26,least_privilege_and_approval_policy,tool policy engine
audit_000628,task_00359,security_agent,tool_permission_evaluation,,,deny,2026-01-01 00:10:27,prompt_injection_block,tool policy engine
audit_000629,task_00360,executive_agent,tool_permission_evaluation,generate_executive_briefing,,require_approval,2026-01-01 00:10:28,least_privilege_and_approval_policy,tool policy engine
audit_000630,task_00360,executive_agent,tool_permission_evaluation,summarize_cross_domain_risk,,require_approval,2026-01-01 00:10:29,least_privilege_and_approval_policy,tool policy engine
audit_000631,task_00361,finance_agent,tool_permission_evaluation,query_revenue_anomalies,,allow,2026-01-01 00:10:30,least_privilege_and_approval_policy,tool policy engine
audit_000632,task_00361,finance_agent,tool_permission_evaluation,calculate_margin_impact,,allow,2026-01-01 00:10:31,least_privilege_and_approval_policy,tool policy engine
audit_000633,task_00362,fraud_agent,tool_permission_evaluation,score_transaction_risk,,require_approval,2026-01-01 00:10:32,least_privilege_and_approval_policy,tool policy engine
audit_000634,task_00362,fraud_agent,tool_permission_evaluation,check_identity_graph,,require_approval,2026-01-01 00:10:33,least_privilege_and_approval_policy,tool policy engine
audit_000635,task_00363,support_agent,tool_permission_evaluation,summarize_support_case,,allow,2026-01-01 00:10:34,least_privilege_and_approval_policy,tool policy engine
audit_000636,task_00363,support_agent,tool_permission_evaluation,recommend_refund,,allow,2026-01-01 00:10:35,least_privilege_and_approval_policy,tool policy engine
audit_000637,task_00364,supply_chain_agent,tool_permission_evaluation,check_inventory_risk,,allow,2026-01-01 00:10:36,least_privilege_and_approval_policy,tool policy engine
audit_000638,task_00364,supply_chain_agent,tool_permission_evaluation,simulate_reroute,,allow,2026-01-01 00:10:37,least_privilege_and_approval_policy,tool policy engine
audit_000639,task_00365,healthcare_ops_agent,tool_permission_evaluation,validate_claim_documents,,require_approval,2026-01-01 00:10:38,least_privilege_and_approval_policy,tool policy engine
audit_000640,task_00365,healthcare_ops_agent,tool_permission_evaluation,check_policy_eligibility,,require_approval,2026-01-01 00:10:39,least_privilege_and_approval_policy,tool policy engine
audit_000641,task_00366,data_quality_agent,tool_permission_evaluation,,,deny,2026-01-01 00:10:40,least_privilege_and_approval_policy,tool policy engine
audit_000642,task_00367,reliability_agent,tool_permission_evaluation,,,deny,2026-01-01 00:10:41,least_privilege_and_approval_policy,tool policy engine
audit_000643,task_00368,rag_agent,tool_permission_evaluation,retrieve_documents,,allow,2026-01-01 00:10:42,least_privilege_and_approval_policy,tool policy engine
audit_000644,task_00368,rag_agent,tool_permission_evaluation,validate_citations,,allow,2026-01-01 00:10:43,least_privilege_and_approval_policy,tool policy engine
audit_000645,task_00369,metrics_agent,tool_permission_evaluation,check_metric_definition,,allow,2026-01-01 00:10:44,least_privilege_and_approval_policy,tool policy engine
audit_000646,task_00369,metrics_agent,tool_permission_evaluation,compare_metric_versions,,allow,2026-01-01 00:10:45,least_privilege_and_approval_policy,tool policy engine
audit_000647,task_00370,governance_agent,tool_permission_evaluation,check_access_policy,,allow,2026-01-01 00:10:46,least_privilege_and_approval_policy,tool policy engine
audit_000648,task_00370,governance_agent,tool_permission_evaluation,detect_prompt_injection,,allow,2026-01-01 00:10:47,least_privilege_and_approval_policy,tool policy engine
