task_id,scenario_id,expected_loss_action,expected_loss_inaction,business_impact_score,blast_radius_score,safe_to_execute_flag,recommended_strategy
task_00358,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00359,scenario_007,770.0,3001.6,87,84,True,isolate prompt and block tool execution
task_00360,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00361,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00362,scenario_001,50.0,198.4,51,36,True,step-up authentication before account freeze
task_00363,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00364,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00365,scenario_003,210.0,825.6,63,52,False,route sensitive cases to human review
task_00366,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00367,scenario_008,960.0,3737.6,93,92,False,include dissenting views and unresolved risks
task_00368,scenario_004,320.0,1254.4,69,60,True,retrieve newer evidence before answer
task_00369,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00370,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00371,scenario_007,770.0,3001.6,87,84,True,isolate prompt and block tool execution
task_00372,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00373,scenario_008,960.0,3737.6,93,92,False,include dissenting views and unresolved risks
task_00374,scenario_001,50.0,198.4,51,36,True,step-up authentication before account freeze
task_00375,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00376,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00377,scenario_003,210.0,825.6,63,52,True,route sensitive cases to human review
task_00378,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00379,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00380,scenario_004,320.0,1254.4,69,60,True,retrieve newer evidence before answer
task_00381,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00382,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00383,scenario_007,770.0,3001.6,87,84,False,isolate prompt and block tool execution
task_00384,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00385,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00386,scenario_001,50.0,198.4,51,36,False,step-up authentication before account freeze
task_00387,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00388,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00389,scenario_003,210.0,825.6,63,52,True,route sensitive cases to human review
task_00390,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00391,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00392,scenario_004,320.0,1254.4,69,60,False,retrieve newer evidence before answer
task_00393,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00394,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00395,scenario_007,770.0,3001.6,87,84,True,isolate prompt and block tool execution
task_00396,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00397,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00398,scenario_001,50.0,198.4,51,36,True,step-up authentication before account freeze
task_00399,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00400,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00401,scenario_003,210.0,825.6,63,52,True,route sensitive cases to human review
task_00402,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00403,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00404,scenario_004,320.0,1254.4,69,60,True,retrieve newer evidence before answer
task_00405,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00406,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00407,scenario_007,770.0,3001.6,87,84,True,isolate prompt and block tool execution
task_00408,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00409,scenario_008,960.0,3737.6,93,92,False,include dissenting views and unresolved risks
task_00410,scenario_001,50.0,198.4,51,36,True,step-up authentication before account freeze
task_00411,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00412,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00413,scenario_003,210.0,825.6,63,52,True,route sensitive cases to human review
task_00414,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00415,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00416,scenario_004,320.0,1254.4,69,60,True,retrieve newer evidence before answer
task_00417,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00418,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00419,scenario_007,770.0,3001.6,87,84,True,isolate prompt and block tool execution
task_00420,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00421,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00422,scenario_001,50.0,198.4,51,36,True,step-up authentication before account freeze
task_00423,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00424,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00425,scenario_003,210.0,825.6,63,52,True,route sensitive cases to human review
task_00426,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00427,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00428,scenario_004,320.0,1254.4,69,60,False,retrieve newer evidence before answer
task_00429,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00430,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00431,scenario_007,770.0,3001.6,87,84,True,isolate prompt and block tool execution
task_00432,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00433,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00434,scenario_001,50.0,198.4,51,36,True,step-up authentication before account freeze
task_00435,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00436,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00437,scenario_003,210.0,825.6,63,52,True,route sensitive cases to human review
task_00438,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00439,scenario_008,960.0,3737.6,93,92,False,include dissenting views and unresolved risks
task_00440,scenario_004,320.0,1254.4,69,60,True,retrieve newer evidence before answer
task_00441,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00442,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00443,scenario_007,770.0,3001.6,87,84,False,isolate prompt and block tool execution
task_00444,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00445,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00446,scenario_001,50.0,198.4,51,36,True,step-up authentication before account freeze
task_00447,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00448,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00449,scenario_003,210.0,825.6,63,52,False,route sensitive cases to human review
task_00450,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00451,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00452,scenario_004,320.0,1254.4,69,60,True,retrieve newer evidence before answer
task_00453,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00454,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00455,scenario_007,770.0,3001.6,87,84,True,isolate prompt and block tool execution
task_00456,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00457,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00458,scenario_001,50.0,198.4,51,36,True,step-up authentication before account freeze
task_00459,scenario_008,960.0,3737.6,93,92,False,include dissenting views and unresolved risks
task_00460,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00461,scenario_003,210.0,825.6,63,52,True,route sensitive cases to human review
task_00462,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00463,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00464,scenario_004,320.0,1254.4,69,60,False,retrieve newer evidence before answer
task_00465,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00466,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00467,scenario_007,770.0,3001.6,87,84,True,isolate prompt and block tool execution
task_00468,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00469,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00470,scenario_001,50.0,198.4,51,36,True,step-up authentication before account freeze
task_00471,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00472,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00473,scenario_003,210.0,825.6,63,52,True,route sensitive cases to human review
task_00474,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00475,scenario_008,960.0,3737.6,93,92,False,include dissenting views and unresolved risks
task_00476,scenario_004,320.0,1254.4,69,60,True,retrieve newer evidence before answer
task_00477,scenario_005,450.0,1760.0,75,68,False,freeze uncertified metric and route to owner
task_00478,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00479,scenario_007,770.0,3001.6,87,84,True,isolate prompt and block tool execution
task_00480,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00481,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00482,scenario_001,50.0,198.4,51,36,True,step-up authentication before account freeze
task_00483,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00484,scenario_002,120.0,473.6,57,44,False,simulate reroute and check finance margin
task_00485,scenario_003,210.0,825.6,63,52,False,route sensitive cases to human review
task_00486,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00487,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00488,scenario_004,320.0,1254.4,69,60,True,retrieve newer evidence before answer
task_00489,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00490,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00491,scenario_007,770.0,3001.6,87,84,False,isolate prompt and block tool execution
task_00492,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00493,scenario_008,960.0,3737.6,93,92,False,include dissenting views and unresolved risks
task_00494,scenario_001,50.0,198.4,51,36,True,step-up authentication before account freeze
task_00495,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00496,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00497,scenario_003,210.0,825.6,63,52,True,route sensitive cases to human review
task_00498,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00499,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00500,scenario_004,320.0,1254.4,69,60,True,retrieve newer evidence before answer
task_00501,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00502,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00503,scenario_007,770.0,3001.6,87,84,True,isolate prompt and block tool execution
task_00504,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00505,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00506,scenario_001,50.0,198.4,51,36,True,step-up authentication before account freeze
task_00507,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00508,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00509,scenario_003,210.0,825.6,63,52,True,route sensitive cases to human review
task_00510,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00511,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00512,scenario_004,320.0,1254.4,69,60,True,retrieve newer evidence before answer
task_00513,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00514,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00515,scenario_007,770.0,3001.6,87,84,True,isolate prompt and block tool execution
task_00516,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00517,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00518,scenario_001,50.0,198.4,51,36,True,step-up authentication before account freeze
task_00519,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00520,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00521,scenario_003,210.0,825.6,63,52,True,route sensitive cases to human review
task_00522,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00523,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00524,scenario_004,320.0,1254.4,69,60,True,retrieve newer evidence before answer
task_00525,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00526,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00527,scenario_007,770.0,3001.6,87,84,False,isolate prompt and block tool execution
task_00528,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00529,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00530,scenario_001,50.0,198.4,51,36,False,step-up authentication before account freeze
task_00531,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00532,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00533,scenario_003,210.0,825.6,63,52,True,route sensitive cases to human review
task_00534,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00535,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00536,scenario_004,320.0,1254.4,69,60,True,retrieve newer evidence before answer
task_00537,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00538,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00539,scenario_007,770.0,3001.6,87,84,False,isolate prompt and block tool execution
task_00540,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00541,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00542,scenario_001,50.0,198.4,51,36,False,step-up authentication before account freeze
task_00543,scenario_008,960.0,3737.6,93,92,False,include dissenting views and unresolved risks
task_00544,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00545,scenario_003,210.0,825.6,63,52,True,route sensitive cases to human review
task_00546,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00547,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00548,scenario_004,320.0,1254.4,69,60,False,retrieve newer evidence before answer
task_00549,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00550,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00551,scenario_007,770.0,3001.6,87,84,True,isolate prompt and block tool execution
task_00552,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00553,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00554,scenario_001,50.0,198.4,51,36,True,step-up authentication before account freeze
task_00555,scenario_008,960.0,3737.6,93,92,False,include dissenting views and unresolved risks
task_00556,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00557,scenario_003,210.0,825.6,63,52,True,route sensitive cases to human review
task_00558,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00559,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00560,scenario_004,320.0,1254.4,69,60,True,retrieve newer evidence before answer
task_00561,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00562,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00563,scenario_007,770.0,3001.6,87,84,True,isolate prompt and block tool execution
task_00564,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00565,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00566,scenario_001,50.0,198.4,51,36,True,step-up authentication before account freeze
task_00567,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00568,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00569,scenario_003,210.0,825.6,63,52,True,route sensitive cases to human review
task_00570,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00571,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00572,scenario_004,320.0,1254.4,69,60,True,retrieve newer evidence before answer
task_00573,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00574,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00575,scenario_007,770.0,3001.6,87,84,True,isolate prompt and block tool execution
task_00576,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00577,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00578,scenario_001,50.0,198.4,51,36,True,step-up authentication before account freeze
task_00579,scenario_008,960.0,3737.6,93,92,False,include dissenting views and unresolved risks
task_00580,scenario_002,120.0,473.6,57,44,False,simulate reroute and check finance margin
task_00581,scenario_003,210.0,825.6,63,52,True,route sensitive cases to human review
task_00582,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00583,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00584,scenario_004,320.0,1254.4,69,60,True,retrieve newer evidence before answer
task_00585,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00586,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00587,scenario_007,770.0,3001.6,87,84,False,isolate prompt and block tool execution
task_00588,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00589,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00590,scenario_001,50.0,198.4,51,36,True,step-up authentication before account freeze
task_00591,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00592,scenario_002,120.0,473.6,57,44,True,simulate reroute and check finance margin
task_00593,scenario_003,210.0,825.6,63,52,True,route sensitive cases to human review
task_00594,scenario_006,600.0,2342.4,81,76,True,quarantine affected partition only
task_00595,scenario_008,960.0,3737.6,93,92,True,include dissenting views and unresolved risks
task_00596,scenario_004,320.0,1254.4,69,60,True,retrieve newer evidence before answer
task_00597,scenario_005,450.0,1760.0,75,68,True,freeze uncertified metric and route to owner
task_00598,scenario_008,960.0,3737.6,93,92,False,include dissenting views and unresolved risks
task_00599,scenario_007,770.0,3001.6,87,84,True,isolate prompt and block tool execution
task_00600,scenario_008,960.0,3737.6,93,92,False,include dissenting views and unresolved risks
