task_id,agent_id,tool_id,permission_result,policy_reason,requires_approval,risk_level,reversible_flag,span_type
task_00164,rag_agent,retrieve_documents,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00164,rag_agent,validate_citations,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00165,metrics_agent,check_metric_definition,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00165,metrics_agent,compare_metric_versions,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00166,governance_agent,check_access_policy,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00166,governance_agent,detect_prompt_injection,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00167,security_agent,,deny,prompt_injection_block,True,medium,True,tool_call
task_00168,executive_agent,generate_executive_briefing,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00168,executive_agent,summarize_cross_domain_risk,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00169,finance_agent,query_revenue_anomalies,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00169,finance_agent,calculate_margin_impact,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00170,fraud_agent,score_transaction_risk,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00170,fraud_agent,check_identity_graph,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00171,support_agent,summarize_support_case,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00171,support_agent,recommend_refund,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00172,supply_chain_agent,check_inventory_risk,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00172,supply_chain_agent,simulate_reroute,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00173,healthcare_ops_agent,validate_claim_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00173,healthcare_ops_agent,check_policy_eligibility,require_approval,least_privilege_and_approval_policy,True,high,False,tool_call
task_00174,data_quality_agent,,deny,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00175,reliability_agent,,deny,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00176,rag_agent,retrieve_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00176,rag_agent,validate_citations,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00177,metrics_agent,check_metric_definition,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00177,metrics_agent,compare_metric_versions,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00178,governance_agent,check_access_policy,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00178,governance_agent,detect_prompt_injection,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00179,security_agent,,deny,prompt_injection_block,True,medium,True,tool_call
task_00180,executive_agent,generate_executive_briefing,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00180,executive_agent,summarize_cross_domain_risk,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00181,finance_agent,query_revenue_anomalies,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00181,finance_agent,calculate_margin_impact,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00182,fraud_agent,score_transaction_risk,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00182,fraud_agent,check_identity_graph,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00183,support_agent,summarize_support_case,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00183,support_agent,recommend_refund,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00184,supply_chain_agent,check_inventory_risk,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00184,supply_chain_agent,simulate_reroute,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00185,healthcare_ops_agent,validate_claim_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00185,healthcare_ops_agent,check_policy_eligibility,require_approval,least_privilege_and_approval_policy,True,high,False,tool_call
task_00186,data_quality_agent,,deny,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00187,reliability_agent,,deny,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00188,rag_agent,retrieve_documents,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00188,rag_agent,validate_citations,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00189,metrics_agent,check_metric_definition,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00189,metrics_agent,compare_metric_versions,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00190,governance_agent,check_access_policy,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00190,governance_agent,detect_prompt_injection,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00191,security_agent,,deny,prompt_injection_block,True,medium,True,tool_call
task_00192,executive_agent,generate_executive_briefing,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00192,executive_agent,summarize_cross_domain_risk,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00193,finance_agent,query_revenue_anomalies,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00193,finance_agent,calculate_margin_impact,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00194,fraud_agent,score_transaction_risk,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00194,fraud_agent,check_identity_graph,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00195,support_agent,summarize_support_case,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00195,support_agent,recommend_refund,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00196,supply_chain_agent,check_inventory_risk,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00196,supply_chain_agent,simulate_reroute,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00197,healthcare_ops_agent,validate_claim_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00197,healthcare_ops_agent,check_policy_eligibility,require_approval,least_privilege_and_approval_policy,True,high,False,tool_call
task_00198,data_quality_agent,,deny,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00199,reliability_agent,,deny,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00200,rag_agent,retrieve_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00200,rag_agent,validate_citations,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00201,metrics_agent,check_metric_definition,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00201,metrics_agent,compare_metric_versions,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00202,governance_agent,check_access_policy,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00202,governance_agent,detect_prompt_injection,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00203,security_agent,,deny,prompt_injection_block,True,medium,True,tool_call
task_00204,executive_agent,generate_executive_briefing,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00204,executive_agent,summarize_cross_domain_risk,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00205,finance_agent,query_revenue_anomalies,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00205,finance_agent,calculate_margin_impact,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00206,fraud_agent,score_transaction_risk,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00206,fraud_agent,check_identity_graph,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00207,support_agent,summarize_support_case,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00207,support_agent,recommend_refund,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00208,supply_chain_agent,check_inventory_risk,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00208,supply_chain_agent,simulate_reroute,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00209,healthcare_ops_agent,validate_claim_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00209,healthcare_ops_agent,check_policy_eligibility,require_approval,least_privilege_and_approval_policy,True,high,False,tool_call
task_00210,data_quality_agent,,deny,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00211,reliability_agent,,deny,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00212,rag_agent,retrieve_documents,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00212,rag_agent,validate_citations,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00213,metrics_agent,check_metric_definition,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00213,metrics_agent,compare_metric_versions,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00214,governance_agent,check_access_policy,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00214,governance_agent,detect_prompt_injection,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00215,security_agent,,deny,prompt_injection_block,True,medium,True,tool_call
task_00216,executive_agent,generate_executive_briefing,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00216,executive_agent,summarize_cross_domain_risk,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00217,finance_agent,query_revenue_anomalies,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00217,finance_agent,calculate_margin_impact,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00218,fraud_agent,score_transaction_risk,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00218,fraud_agent,check_identity_graph,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00219,support_agent,summarize_support_case,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00219,support_agent,recommend_refund,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00220,supply_chain_agent,check_inventory_risk,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00220,supply_chain_agent,simulate_reroute,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00221,healthcare_ops_agent,validate_claim_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00221,healthcare_ops_agent,check_policy_eligibility,require_approval,least_privilege_and_approval_policy,True,high,False,tool_call
task_00222,data_quality_agent,,deny,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00223,reliability_agent,,deny,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00224,rag_agent,retrieve_documents,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00224,rag_agent,validate_citations,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00225,metrics_agent,check_metric_definition,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00225,metrics_agent,compare_metric_versions,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00226,governance_agent,check_access_policy,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00226,governance_agent,detect_prompt_injection,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00227,security_agent,,deny,prompt_injection_block,True,medium,True,tool_call
task_00228,executive_agent,generate_executive_briefing,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00228,executive_agent,summarize_cross_domain_risk,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00229,finance_agent,query_revenue_anomalies,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00229,finance_agent,calculate_margin_impact,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00230,fraud_agent,score_transaction_risk,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00230,fraud_agent,check_identity_graph,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00231,support_agent,summarize_support_case,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00231,support_agent,recommend_refund,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00232,supply_chain_agent,check_inventory_risk,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00232,supply_chain_agent,simulate_reroute,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00233,healthcare_ops_agent,validate_claim_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00233,healthcare_ops_agent,check_policy_eligibility,require_approval,least_privilege_and_approval_policy,True,high,False,tool_call
task_00234,data_quality_agent,,deny,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00235,reliability_agent,,deny,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00236,rag_agent,retrieve_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00236,rag_agent,validate_citations,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00237,metrics_agent,check_metric_definition,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00237,metrics_agent,compare_metric_versions,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00238,governance_agent,check_access_policy,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00238,governance_agent,detect_prompt_injection,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00239,security_agent,,deny,prompt_injection_block,True,medium,True,tool_call
task_00240,executive_agent,generate_executive_briefing,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00240,executive_agent,summarize_cross_domain_risk,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00241,finance_agent,query_revenue_anomalies,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00241,finance_agent,calculate_margin_impact,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00242,fraud_agent,score_transaction_risk,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00242,fraud_agent,check_identity_graph,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00243,support_agent,summarize_support_case,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00243,support_agent,recommend_refund,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00244,supply_chain_agent,check_inventory_risk,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00244,supply_chain_agent,simulate_reroute,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00245,healthcare_ops_agent,validate_claim_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00245,healthcare_ops_agent,check_policy_eligibility,require_approval,least_privilege_and_approval_policy,True,high,False,tool_call
task_00246,data_quality_agent,,deny,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00247,reliability_agent,,deny,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00248,rag_agent,retrieve_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00248,rag_agent,validate_citations,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00249,metrics_agent,check_metric_definition,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00249,metrics_agent,compare_metric_versions,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00250,governance_agent,check_access_policy,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00250,governance_agent,detect_prompt_injection,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00251,security_agent,,deny,prompt_injection_block,True,medium,True,tool_call
task_00252,executive_agent,generate_executive_briefing,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00252,executive_agent,summarize_cross_domain_risk,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00253,finance_agent,query_revenue_anomalies,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00253,finance_agent,calculate_margin_impact,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00254,fraud_agent,score_transaction_risk,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00254,fraud_agent,check_identity_graph,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00255,support_agent,summarize_support_case,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00255,support_agent,recommend_refund,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00256,supply_chain_agent,check_inventory_risk,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00256,supply_chain_agent,simulate_reroute,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00257,healthcare_ops_agent,validate_claim_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00257,healthcare_ops_agent,check_policy_eligibility,require_approval,least_privilege_and_approval_policy,True,high,False,tool_call
task_00258,data_quality_agent,,deny,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00259,reliability_agent,,deny,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00260,rag_agent,retrieve_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00260,rag_agent,validate_citations,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00261,metrics_agent,check_metric_definition,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00261,metrics_agent,compare_metric_versions,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00262,governance_agent,check_access_policy,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00262,governance_agent,detect_prompt_injection,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00263,security_agent,,deny,prompt_injection_block,True,medium,True,tool_call
task_00264,executive_agent,generate_executive_briefing,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00264,executive_agent,summarize_cross_domain_risk,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00265,finance_agent,query_revenue_anomalies,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00265,finance_agent,calculate_margin_impact,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00266,fraud_agent,score_transaction_risk,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00266,fraud_agent,check_identity_graph,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00267,support_agent,summarize_support_case,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00267,support_agent,recommend_refund,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00268,supply_chain_agent,check_inventory_risk,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00268,supply_chain_agent,simulate_reroute,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00269,healthcare_ops_agent,validate_claim_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00269,healthcare_ops_agent,check_policy_eligibility,require_approval,least_privilege_and_approval_policy,True,high,False,tool_call
task_00270,data_quality_agent,,deny,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00271,reliability_agent,,deny,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00272,rag_agent,retrieve_documents,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00272,rag_agent,validate_citations,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00273,metrics_agent,check_metric_definition,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00273,metrics_agent,compare_metric_versions,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00274,governance_agent,check_access_policy,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00274,governance_agent,detect_prompt_injection,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00275,security_agent,,deny,prompt_injection_block,True,medium,True,tool_call
task_00276,executive_agent,generate_executive_briefing,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00276,executive_agent,summarize_cross_domain_risk,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00277,finance_agent,query_revenue_anomalies,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00277,finance_agent,calculate_margin_impact,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00278,fraud_agent,score_transaction_risk,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00278,fraud_agent,check_identity_graph,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00279,support_agent,summarize_support_case,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00279,support_agent,recommend_refund,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00280,supply_chain_agent,check_inventory_risk,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00280,supply_chain_agent,simulate_reroute,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00281,healthcare_ops_agent,validate_claim_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00281,healthcare_ops_agent,check_policy_eligibility,require_approval,least_privilege_and_approval_policy,True,high,False,tool_call
task_00282,data_quality_agent,,deny,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00283,reliability_agent,,deny,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00284,rag_agent,retrieve_documents,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00284,rag_agent,validate_citations,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00285,metrics_agent,check_metric_definition,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00285,metrics_agent,compare_metric_versions,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00286,governance_agent,check_access_policy,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00286,governance_agent,detect_prompt_injection,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00287,security_agent,,deny,prompt_injection_block,True,medium,True,tool_call
task_00288,executive_agent,generate_executive_briefing,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00288,executive_agent,summarize_cross_domain_risk,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00289,finance_agent,query_revenue_anomalies,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00289,finance_agent,calculate_margin_impact,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00290,fraud_agent,score_transaction_risk,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00290,fraud_agent,check_identity_graph,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00291,support_agent,summarize_support_case,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00291,support_agent,recommend_refund,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00292,supply_chain_agent,check_inventory_risk,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00292,supply_chain_agent,simulate_reroute,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00293,healthcare_ops_agent,validate_claim_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00293,healthcare_ops_agent,check_policy_eligibility,require_approval,least_privilege_and_approval_policy,True,high,False,tool_call
task_00294,data_quality_agent,,deny,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00295,reliability_agent,,deny,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00296,rag_agent,retrieve_documents,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00296,rag_agent,validate_citations,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00297,metrics_agent,check_metric_definition,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00297,metrics_agent,compare_metric_versions,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00298,governance_agent,check_access_policy,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00298,governance_agent,detect_prompt_injection,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00299,security_agent,,deny,prompt_injection_block,True,medium,True,tool_call
task_00300,executive_agent,generate_executive_briefing,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00300,executive_agent,summarize_cross_domain_risk,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00301,finance_agent,query_revenue_anomalies,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00301,finance_agent,calculate_margin_impact,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00302,fraud_agent,score_transaction_risk,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00302,fraud_agent,check_identity_graph,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00303,support_agent,summarize_support_case,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00303,support_agent,recommend_refund,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00304,supply_chain_agent,check_inventory_risk,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00304,supply_chain_agent,simulate_reroute,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00305,healthcare_ops_agent,validate_claim_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00305,healthcare_ops_agent,check_policy_eligibility,require_approval,least_privilege_and_approval_policy,True,high,False,tool_call
task_00306,data_quality_agent,,deny,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00307,reliability_agent,,deny,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00308,rag_agent,retrieve_documents,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00308,rag_agent,validate_citations,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00309,metrics_agent,check_metric_definition,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00309,metrics_agent,compare_metric_versions,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00310,governance_agent,check_access_policy,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00310,governance_agent,detect_prompt_injection,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00311,security_agent,,deny,prompt_injection_block,True,medium,True,tool_call
task_00312,executive_agent,generate_executive_briefing,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00312,executive_agent,summarize_cross_domain_risk,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00313,finance_agent,query_revenue_anomalies,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00313,finance_agent,calculate_margin_impact,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00314,fraud_agent,score_transaction_risk,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00314,fraud_agent,check_identity_graph,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00315,support_agent,summarize_support_case,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00315,support_agent,recommend_refund,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00316,supply_chain_agent,check_inventory_risk,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00316,supply_chain_agent,simulate_reroute,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00317,healthcare_ops_agent,validate_claim_documents,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00317,healthcare_ops_agent,check_policy_eligibility,require_approval,least_privilege_and_approval_policy,True,high,False,tool_call
task_00318,data_quality_agent,,deny,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00319,reliability_agent,,deny,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00320,rag_agent,retrieve_documents,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00320,rag_agent,validate_citations,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00321,metrics_agent,check_metric_definition,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00321,metrics_agent,compare_metric_versions,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00322,governance_agent,check_access_policy,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00322,governance_agent,detect_prompt_injection,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00323,security_agent,,deny,prompt_injection_block,True,medium,True,tool_call
task_00324,executive_agent,generate_executive_briefing,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
task_00324,executive_agent,summarize_cross_domain_risk,require_approval,least_privilege_and_approval_policy,True,medium,True,tool_call
task_00325,finance_agent,query_revenue_anomalies,allow,least_privilege_and_approval_policy,False,low,True,tool_call
task_00325,finance_agent,calculate_margin_impact,allow,least_privilege_and_approval_policy,False,medium,True,tool_call
task_00326,fraud_agent,score_transaction_risk,require_approval,least_privilege_and_approval_policy,True,low,True,tool_call
